Timestamp,Open,High,Low,Close,Volume
2024-03-02T11:38:00+05:30,90.2,90.3,90.2,90.3,44755
2024-03-02T11:37:00+05:30,90.3,90.3,90.25,90.3,48312
2024-03-02T11:36:00+05:30,90.3,90.3,90.2,90.3,51703
2024-03-02T11:35:00+05:30,90.2,90.3,90.2,90.3,26705
2024-03-02T11:34:00+05:30,90.3,90.3,90.2,90.25,55589
2024-03-02T11:33:00+05:30,90.3,90.3,90.25,90.3,51119
2024-03-02T11:32:00+05:30,90.3,90.3,90.25,90.25,25984
2024-03-02T11:31:00+05:30,90.3,90.3,90.15,90.3,34665
2024-03-02T11:30:00+05:30,90.3,90.45,90.3,90.35,74043
2024-03-02T09:59:00+05:30,90.2,90.2,90.1,90.15,30462
2024-03-02T09:58:00+05:30,90.15,90.2,90.1,90.15,27514
2024-03-02T09:57:00+05:30,90.2,90.2,90.1,90.15,67169
2024-03-02T09:56:00+05:30,90.15,90.2,90.1,90.15,36290
2024-03-02T09:55:00+05:30,90.25,90.25,90.15,90.2,21447
2024-03-02T09:54:00+05:30,90.15,90.25,90.15,90.25,25444
2024-03-02T09:53:00+05:30,90.15,90.2,90.1,90.1,27479
2024-03-02T09:52:00+05:30,90.15,90.2,90.1,90.1,74485
2024-03-02T09:51:00+05:30,90.15,90.15,90.1,90.15,26123
2024-03-02T09:50:00+05:30,90.2,90.3,90.1,90.15,45669
2024-03-02T09:49:00+05:30,90.3,90.35,90.25,90.3,54030
2024-03-02T09:48:00+05:30,90.35,90.35,90.3,90.35,19518
2024-03-02T09:47:00+05:30,90.3,90.35,90.3,90.35,48298
2024-03-02T09:46:00+05:30,90.25,90.35,90.25,90.35,24849
2024-03-02T09:45:00+05:30,90.2,90.3,90.15,90.3,50382
2024-03-02T09:44:00+05:30,90.1,90.2,90.1,90.2,51740
2024-03-02T09:43:00+05:30,90.05,90.1,90.05,90.1,23111
2024-03-02T09:42:00+05:30,90.3,90.3,90.1,90.1,64682
2024-03-02T09:41:00+05:30,90.35,90.35,90.2,90.25,48606
2024-03-02T09:40:00+05:30,90.35,90.4,90.3,90.35,113294
2024-03-02T09:39:00+05:30,90.4,90.4,90.35,90.4,27206
2024-03-02T09:38:00+05:30,90.4,90.4,90.35,90.35,40889
2024-03-02T09:37:00+05:30,90.3,90.4,90.3,90.4,27643
2024-03-02T09:36:00+05:30,90.4,90.4,90.3,90.4,57198
2024-03-02T09:35:00+05:30,90.35,90.4,90.3,90.4,35844
2024-03-02T09:34:00+05:30,90.35,90.35,90.25,90.35,50446
2024-03-02T09:33:00+05:30,90.25,90.35,90.25,90.25,42448
2024-03-02T09:32:00+05:30,90.25,90.35,90.2,90.25,66161
2024-03-02T09:31:00+05:30,90.3,90.3,90.25,90.25,64936
2024-03-02T09:30:00+05:30,90.25,90.3,90.2,90.25,64308
2024-03-02T09:29:00+05:30,90.25,90.25,90.1,90.25,60408
2024-03-02T09:28:00+05:30,90.2,90.25,90.1,90.15,67120
2024-03-02T09:27:00+05:30,90.25,90.3,90.1,90.2,47271
2024-03-02T09:26:00+05:30,90,90.25,89.9,90.25,88995
2024-03-02T09:25:00+05:30,89.85,90,89.85,89.9,65432
2024-03-02T09:24:00+05:30,89.85,89.9,89.8,89.85,74896
2024-03-02T09:23:00+05:30,89.85,89.85,89.8,89.85,71731
2024-03-02T09:22:00+05:30,89.9,89.9,89.85,89.85,83519
2024-03-02T09:21:00+05:30,89.9,89.95,89.9,89.95,80541
2024-03-02T09:20:00+05:30,89.95,90.1,89.9,89.95,96950
2024-03-02T09:19:00+05:30,89.85,90,89.85,89.95,209383
2024-03-02T09:18:00+05:30,90.35,90.35,90.1,90.1,92551
2024-03-02T09:17:00+05:30,90.4,90.45,90.25,90.35,106442
2024-03-02T09:16:00+05:30,90.35,90.45,90.3,90.4,107077
2024-03-02T09:15:00+05:30,90.1,90.35,90.1,90.3,251262
2024-03-01T15:29:00+05:30,89.85,90,89.8,89.95,314268
2024-03-01T15:28:00+05:30,89.9,89.9,89.8,89.85,228458
2024-03-01T15:27:00+05:30,89.85,89.9,89.8,89.9,255257
2024-03-01T15:26:00+05:30,89.8,89.9,89.75,89.85,246756
2024-03-01T15:25:00+05:30,89.75,89.85,89.75,89.75,252209
2024-03-01T15:24:00+05:30,89.8,89.8,89.6,89.8,832015
2024-03-01T15:23:00+05:30,89.85,89.85,89.7,89.75,245577
2024-03-01T15:22:00+05:30,89.85,89.85,89.65,89.75,515422
2024-03-01T15:21:00+05:30,89.75,89.85,89.7,89.85,264052
2024-03-01T15:20:00+05:30,89.7,89.8,89.65,89.75,515612
2024-03-01T15:19:00+05:30,89.75,89.85,89.7,89.7,421972
2024-03-01T15:18:00+05:30,89.85,89.9,89.65,89.7,654878
2024-03-01T15:17:00+05:30,89.85,89.95,89.75,89.85,312534
2024-03-01T15:16:00+05:30,89.8,89.9,89.75,89.8,332505
2024-03-01T15:15:00+05:30,89.95,90,89.75,89.75,582765
2024-03-01T15:14:00+05:30,90,90,89.9,89.95,297928
2024-03-01T15:13:00+05:30,90,90.05,89.9,90,262203
2024-03-01T15:12:00+05:30,90.1,90.1,89.9,90,255472
2024-03-01T15:11:00+05:30,90.15,90.2,90,90.1,272422
2024-03-01T15:10:00+05:30,90.15,90.2,90.1,90.2,359312
2024-03-01T15:09:00+05:30,89.9,90.15,89.85,90.05,645881
2024-03-01T15:08:00+05:30,89.95,89.95,89.85,89.85,222269
2024-03-01T15:07:00+05:30,89.9,89.95,89.8,89.95,474428
2024-03-01T15:06:00+05:30,89.8,89.9,89.65,89.85,518203
2024-03-01T15:05:00+05:30,89.95,90,89.75,89.8,501671
2024-03-01T15:04:00+05:30,89.9,90.05,89.9,90,244943
2024-03-01T15:03:00+05:30,90,90,89.85,90,297791
2024-03-01T15:02:00+05:30,90.1,90.15,89.85,90,654290
2024-03-01T15:01:00+05:30,90.2,90.25,90.1,90.15,322501
2024-03-01T15:00:00+05:30,90.25,90.3,90.15,90.2,149931
2024-03-01T14:59:00+05:30,90.25,90.3,90.15,90.25,138188
2024-03-01T14:58:00+05:30,90.2,90.3,90.2,90.25,103282
2024-03-01T14:57:00+05:30,90.3,90.35,90.2,90.2,203378
2024-03-01T14:56:00+05:30,90.3,90.35,90.3,90.35,51003
2024-03-01T14:55:00+05:30,90.35,90.35,90.3,90.3,94778
2024-03-01T14:54:00+05:30,90.3,90.35,90.3,90.3,58619
2024-03-01T14:53:00+05:30,90.35,90.4,90.3,90.35,100296
2024-03-01T14:52:00+05:30,90.35,90.4,90.35,90.35,72236
2024-03-01T14:51:00+05:30,90.35,90.4,90.3,90.4,61035
2024-03-01T14:50:00+05:30,90.25,90.35,90.25,90.35,169689
2024-03-01T14:49:00+05:30,90.3,90.3,90.25,90.25,97003
2024-03-01T14:48:00+05:30,90.3,90.35,90.25,90.3,183491
2024-03-01T14:47:00+05:30,90.5,90.5,90.35,90.35,127509
2024-03-01T14:46:00+05:30,90.45,90.5,90.45,90.5,27943
2024-03-01T14:45:00+05:30,90.45,90.5,90.4,90.45,43968
2024-03-01T14:44:00+05:30,90.4,90.5,90.4,90.4,38820
2024-03-01T14:43:00+05:30,90.45,90.5,90.4,90.4,46468
2024-03-01T14:42:00+05:30,90.55,90.55,90.45,90.45,105528
2024-03-01T14:41:00+05:30,90.5,90.55,90.5,90.55,31217
2024-03-01T14:40:00+05:30,90.55,90.6,90.5,90.55,65259
2024-03-01T14:39:00+05:30,90.5,90.6,90.5,90.6,43882
2024-03-01T14:38:00+05:30,90.55,90.6,90.5,90.55,45902
2024-03-01T14:37:00+05:30,90.5,90.6,90.45,90.5,134018
2024-03-01T14:36:00+05:30,90.45,90.55,90.45,90.5,134726
2024-03-01T14:35:00+05:30,90.45,90.5,90.4,90.5,46668
2024-03-01T14:34:00+05:30,90.45,90.5,90.45,90.45,38593
2024-03-01T14:33:00+05:30,90.4,90.5,90.4,90.5,52447
2024-03-01T14:32:00+05:30,90.4,90.45,90.4,90.4,40655
2024-03-01T14:31:00+05:30,90.45,90.5,90.4,90.45,34362
2024-03-01T14:30:00+05:30,90.5,90.5,90.4,90.5,52941
2024-03-01T14:29:00+05:30,90.5,90.55,90.4,90.4,69004
2024-03-01T14:28:00+05:30,90.55,90.55,90.5,90.55,41297
2024-03-01T14:27:00+05:30,90.55,90.55,90.5,90.55,44860
2024-03-01T14:26:00+05:30,90.55,90.55,90.5,90.55,70840
2024-03-01T14:25:00+05:30,90.5,90.6,90.5,90.55,23753
2024-03-01T14:24:00+05:30,90.5,90.6,90.5,90.6,106517
2024-03-01T14:23:00+05:30,90.55,90.6,90.5,90.5,41578
2024-03-01T14:22:00+05:30,90.6,90.6,90.55,90.6,42206
2024-03-01T14:21:00+05:30,90.55,90.6,90.55,90.55,43946
2024-03-01T14:20:00+05:30,90.6,90.6,90.55,90.6,41334
2024-03-01T14:19:00+05:30,90.55,90.6,90.5,90.55,104502
2024-03-01T14:18:00+05:30,90.55,90.6,90.5,90.55,61618
2024-03-01T14:17:00+05:30,90.5,90.65,90.5,90.55,237083
2024-03-01T14:16:00+05:30,90.55,90.55,90.5,90.55,60128
2024-03-01T14:15:00+05:30,90.7,90.75,90.45,90.5,131505
2024-03-01T14:14:00+05:30,90.55,90.75,90.5,90.75,337928
2024-03-01T14:13:00+05:30,90.45,90.55,90.4,90.5,159766
2024-03-01T14:12:00+05:30,90.45,90.45,90.35,90.4,97737
2024-03-01T14:11:00+05:30,90.4,90.45,90.35,90.4,30882
2024-03-01T14:10:00+05:30,90.35,90.45,90.35,90.4,59141
2024-03-01T14:09:00+05:30,90.4,90.45,90.35,90.35,141862
2024-03-01T14:08:00+05:30,90.4,90.4,90.35,90.35,28437
2024-03-01T14:07:00+05:30,90.3,90.4,90.3,90.4,64947
2024-03-01T14:06:00+05:30,90.3,90.35,90.3,90.35,86601
2024-03-01T14:05:00+05:30,90.25,90.35,90.25,90.35,40885
2024-03-01T14:04:00+05:30,90.3,90.3,90.25,90.3,38041
2024-03-01T14:03:00+05:30,90.3,90.3,90.25,90.3,38213
2024-03-01T14:02:00+05:30,90.3,90.35,90.25,90.3,37307
2024-03-01T14:01:00+05:30,90.25,90.35,90.25,90.35,97452
2024-03-01T14:00:00+05:30,90.4,90.4,90.25,90.25,142967
2024-03-01T13:59:00+05:30,90.4,90.4,90.35,90.35,37090
2024-03-01T13:58:00+05:30,90.5,90.5,90.35,90.4,91185
2024-03-01T13:57:00+05:30,90.45,90.5,90.4,90.5,79812
2024-03-01T13:56:00+05:30,90.5,90.55,90.4,90.45,117534
2024-03-01T13:55:00+05:30,90.55,90.55,90.45,90.45,39760
2024-03-01T13:54:00+05:30,90.45,90.55,90.4,90.55,95139
2024-03-01T13:53:00+05:30,90.5,90.5,90.4,90.4,66324
2024-03-01T13:52:00+05:30,90.45,90.5,90.4,90.45,47036
2024-03-01T13:51:00+05:30,90.4,90.45,90.35,90.4,114550
2024-03-01T13:50:00+05:30,90.35,90.4,90.3,90.35,36149
2024-03-01T13:49:00+05:30,90.3,90.4,90.3,90.4,30507
2024-03-01T13:48:00+05:30,90.4,90.4,90.3,90.35,46430
2024-03-01T13:47:00+05:30,90.35,90.4,90.35,90.4,37378
2024-03-01T13:46:00+05:30,90.4,90.4,90.3,90.4,36947
2024-03-01T13:45:00+05:30,90.4,90.4,90.3,90.4,35354
2024-03-01T13:44:00+05:30,90.35,90.45,90.3,90.4,129707
2024-03-01T13:43:00+05:30,90.4,90.4,90.35,90.35,42698
2024-03-01T13:42:00+05:30,90.4,90.4,90.35,90.35,71683
2024-03-01T13:41:00+05:30,90.4,90.4,90.35,90.35,37615
2024-03-01T13:40:00+05:30,90.3,90.4,90.3,90.4,53473
2024-03-01T13:39:00+05:30,90.4,90.4,90.3,90.3,57027
2024-03-01T13:38:00+05:30,90.35,90.4,90.3,90.4,77866
2024-03-01T13:37:00+05:30,90.4,90.4,90.35,90.35,32352
2024-03-01T13:36:00+05:30,90.4,90.4,90.35,90.4,44684
2024-03-01T13:35:00+05:30,90.35,90.4,90.35,90.4,51003
2024-03-01T13:34:00+05:30,90.35,90.4,90.35,90.4,51831
2024-03-01T13:33:00+05:30,90.4,90.5,90.35,90.4,140852
2024-03-01T13:32:00+05:30,90.55,90.55,90.4,90.5,101508
2024-03-01T13:31:00+05:30,90.5,90.6,90.5,90.55,142327
2024-03-01T13:30:00+05:30,90.55,90.6,90.5,90.6,16804
2024-03-01T13:29:00+05:30,90.6,90.6,90.5,90.55,22437
2024-03-01T13:28:00+05:30,90.6,90.6,90.5,90.55,69724
2024-03-01T13:27:00+05:30,90.5,90.6,90.5,90.6,25634
2024-03-01T13:26:00+05:30,90.55,90.55,90.5,90.55,23249
2024-03-01T13:25:00+05:30,90.55,90.55,90.5,90.55,35700
2024-03-01T13:24:00+05:30,90.5,90.55,90.5,90.5,17276
2024-03-01T13:23:00+05:30,90.6,90.6,90.5,90.55,89562
2024-03-01T13:22:00+05:30,90.55,90.6,90.5,90.5,36038
2024-03-01T13:21:00+05:30,90.6,90.6,90.5,90.6,33534
2024-03-01T13:20:00+05:30,90.6,90.6,90.55,90.6,25465
2024-03-01T13:19:00+05:30,90.55,90.6,90.5,90.6,22385
2024-03-01T13:18:00+05:30,90.6,90.6,90.5,90.55,24700
2024-03-01T13:17:00+05:30,90.55,90.6,90.5,90.5,59279
2024-03-01T13:16:00+05:30,90.5,90.6,90.5,90.55,67304
2024-03-01T13:15:00+05:30,90.6,90.6,90.5,90.55,54911
2024-03-01T13:14:00+05:30,90.55,90.6,90.55,90.6,15278
2024-03-01T13:13:00+05:30,90.55,90.6,90.5,90.6,43223
2024-03-01T13:12:00+05:30,90.6,90.65,90.5,90.55,67582
2024-03-01T13:11:00+05:30,90.65,90.65,90.55,90.65,44492
2024-03-01T13:10:00+05:30,90.7,90.7,90.6,90.6,29464
2024-03-01T13:09:00+05:30,90.7,90.7,90.6,90.65,25424
2024-03-01T13:08:00+05:30,90.65,90.7,90.6,90.65,42556
2024-03-01T13:07:00+05:30,90.65,90.65,90.6,90.65,26983
2024-03-01T13:06:00+05:30,90.65,90.7,90.55,90.6,126006
2024-03-01T13:05:00+05:30,90.7,90.7,90.6,90.65,64140
2024-03-01T13:04:00+05:30,90.7,90.7,90.65,90.7,50469
2024-03-01T13:03:00+05:30,90.75,90.75,90.65,90.7,41451
2024-03-01T13:02:00+05:30,90.7,90.75,90.65,90.75,20073
2024-03-01T13:01:00+05:30,90.7,90.75,90.65,90.75,35587
2024-03-01T13:00:00+05:30,90.7,90.7,90.65,90.7,21888
2024-03-01T12:59:00+05:30,90.7,90.75,90.65,90.7,34475
2024-03-01T12:58:00+05:30,90.75,90.75,90.65,90.65,32000
2024-03-01T12:57:00+05:30,90.65,90.75,90.6,90.7,112138
2024-03-01T12:56:00+05:30,90.7,90.7,90.6,90.65,50887
2024-03-01T12:55:00+05:30,90.65,90.7,90.6,90.7,64740
2024-03-01T12:54:00+05:30,90.65,90.65,90.6,90.65,17081
2024-03-01T12:53:00+05:30,90.65,90.7,90.6,90.65,30489
2024-03-01T12:52:00+05:30,90.65,90.7,90.55,90.7,59110
2024-03-01T12:51:00+05:30,90.7,90.7,90.6,90.7,54654
2024-03-01T12:50:00+05:30,90.6,90.7,90.5,90.7,127857
2024-03-01T12:49:00+05:30,90.55,90.6,90.55,90.55,17762
2024-03-01T12:48:00+05:30,90.55,90.6,90.5,90.6,26059
2024-03-01T12:47:00+05:30,90.5,90.55,90.5,90.5,27766
2024-03-01T12:46:00+05:30,90.5,90.55,90.5,90.5,39377
2024-03-01T12:45:00+05:30,90.4,90.55,90.4,90.5,98496
2024-03-01T12:44:00+05:30,90.5,90.5,90.4,90.45,45233
2024-03-01T12:43:00+05:30,90.45,90.5,90.45,90.5,36404
2024-03-01T12:42:00+05:30,90.5,90.5,90.35,90.45,281986
2024-03-01T12:41:00+05:30,90.55,90.55,90.45,90.5,104313
2024-03-01T12:40:00+05:30,90.5,90.55,90.5,90.5,34836
2024-03-01T12:39:00+05:30,90.5,90.55,90.5,90.55,47873
2024-03-01T12:38:00+05:30,90.55,90.55,90.5,90.55,35727
2024-03-01T12:37:00+05:30,90.55,90.6,90.5,90.55,38693
2024-03-01T12:36:00+05:30,90.6,90.65,90.55,90.6,96786
2024-03-01T12:35:00+05:30,90.6,90.65,90.6,90.65,20903
2024-03-01T12:34:00+05:30,90.7,90.7,90.6,90.6,28510
2024-03-01T12:33:00+05:30,90.6,90.7,90.6,90.7,23830
2024-03-01T12:32:00+05:30,90.6,90.65,90.55,90.6,43006
2024-03-01T12:31:00+05:30,90.45,90.65,90.45,90.6,135442
2024-03-01T12:30:00+05:30,90.6,90.6,90.45,90.5,90309
2024-03-01T12:29:00+05:30,90.6,90.7,90.55,90.55,45953
2024-03-01T12:28:00+05:30,90.7,90.75,90.55,90.65,80013
2024-03-01T12:27:00+05:30,90.5,90.75,90.45,90.75,193928
2024-03-01T12:26:00+05:30,90.5,90.5,90.45,90.5,28412
2024-03-01T12:25:00+05:30,90.55,90.55,90.45,90.5,95897
2024-03-01T12:24:00+05:30,90.5,90.55,90.45,90.55,107464
2024-03-01T12:23:00+05:30,90.5,90.5,90.45,90.5,57682
2024-03-01T12:22:00+05:30,90.55,90.6,90.45,90.5,332765
2024-03-01T12:21:00+05:30,90.6,90.6,90.55,90.6,61112
2024-03-01T12:20:00+05:30,90.55,90.6,90.55,90.55,44491
2024-03-01T12:19:00+05:30,90.65,90.65,90.55,90.55,44376
2024-03-01T12:18:00+05:30,90.65,90.7,90.55,90.6,66591
2024-03-01T12:17:00+05:30,90.65,90.7,90.6,90.7,28708
2024-03-01T12:16:00+05:30,90.7,90.7,90.55,90.6,96836
2024-03-01T12:15:00+05:30,90.7,90.75,90.6,90.7,126826
2024-03-01T12:14:00+05:30,90.7,90.75,90.65,90.7,108765
2024-03-01T12:13:00+05:30,90.7,90.75,90.65,90.75,61300
2024-03-01T12:12:00+05:30,90.8,90.8,90.65,90.7,151226
2024-03-01T12:11:00+05:30,90.8,90.8,90.75,90.8,51445
2024-03-01T12:10:00+05:30,90.75,90.8,90.75,90.8,32317
2024-03-01T12:09:00+05:30,90.8,90.8,90.75,90.75,30818
2024-03-01T12:08:00+05:30,90.85,90.85,90.75,90.75,39801
2024-03-01T12:07:00+05:30,90.75,90.9,90.75,90.8,190723
2024-03-01T12:06:00+05:30,90.75,90.8,90.7,90.8,30361
2024-03-01T12:05:00+05:30,90.75,90.8,90.65,90.75,72060
2024-03-01T12:04:00+05:30,90.75,90.8,90.7,90.8,44908
2024-03-01T12:03:00+05:30,90.85,90.85,90.7,90.75,48217
2024-03-01T12:02:00+05:30,90.85,90.85,90.8,90.85,61018
2024-03-01T12:01:00+05:30,90.75,90.85,90.7,90.85,96610
2024-03-01T12:00:00+05:30,90.75,90.8,90.65,90.7,52980
2024-03-01T11:59:00+05:30,90.6,90.8,90.6,90.75,119416
2024-03-01T11:58:00+05:30,90.75,90.75,90.6,90.65,180610
2024-03-01T11:57:00+05:30,90.85,90.9,90.75,90.8,129035
2024-03-01T11:56:00+05:30,90.9,90.95,90.8,90.9,71046
2024-03-01T11:55:00+05:30,90.95,90.95,90.9,90.9,53298
2024-03-01T11:54:00+05:30,90.9,90.95,90.8,90.9,107448
2024-03-01T11:53:00+05:30,90.8,90.9,90.75,90.9,81756
2024-03-01T11:52:00+05:30,90.8,90.8,90.75,90.8,58198
2024-03-01T11:51:00+05:30,90.85,90.85,90.75,90.8,135901
2024-03-01T11:50:00+05:30,90.95,90.95,90.8,90.8,110908
2024-03-01T11:49:00+05:30,90.9,91,90.85,90.9,113644
2024-03-01T11:48:00+05:30,91.05,91.1,90.9,90.95,153536
2024-03-01T11:47:00+05:30,91.05,91.1,91,91.1,168911
2024-03-01T11:46:00+05:30,91,91.05,90.95,91,237774
2024-03-01T11:45:00+05:30,91,91,90.9,90.95,60838
2024-03-01T11:44:00+05:30,90.9,91,90.9,91,225369
2024-03-01T11:43:00+05:30,90.9,90.95,90.8,90.9,106237
2024-03-01T11:42:00+05:30,90.9,90.95,90.8,90.8,81928
2024-03-01T11:41:00+05:30,90.85,90.95,90.85,90.95,108564
2024-03-01T11:40:00+05:30,90.85,90.9,90.8,90.9,121589
2024-03-01T11:39:00+05:30,90.85,90.85,90.8,90.85,57279
2024-03-01T11:38:00+05:30,90.85,90.85,90.75,90.8,131950
2024-03-01T11:37:00+05:30,90.85,90.9,90.8,90.8,112850
2024-03-01T11:36:00+05:30,90.9,90.95,90.8,90.85,112626
2024-03-01T11:35:00+05:30,90.85,90.9,90.8,90.9,92007
2024-03-01T11:34:00+05:30,90.9,90.95,90.8,90.85,79345
2024-03-01T11:33:00+05:30,90.8,90.95,90.8,90.95,94866
2024-03-01T11:32:00+05:30,90.85,90.85,90.8,90.8,48129
2024-03-01T11:31:00+05:30,90.8,90.85,90.75,90.85,65591
2024-03-01T11:30:00+05:30,90.85,90.85,90.75,90.8,63584
2024-03-01T11:29:00+05:30,90.8,90.85,90.8,90.8,38898
2024-03-01T11:28:00+05:30,90.7,90.85,90.7,90.8,168488
2024-03-01T11:27:00+05:30,90.8,90.8,90.7,90.75,111360
2024-03-01T11:26:00+05:30,90.8,90.8,90.7,90.8,68329
2024-03-01T11:25:00+05:30,90.7,90.85,90.7,90.8,138400
2024-03-01T11:24:00+05:30,90.65,90.75,90.65,90.75,89115
2024-03-01T11:23:00+05:30,90.8,90.85,90.6,90.65,174683
2024-03-01T11:22:00+05:30,91.05,91.05,90.8,90.8,252321
2024-03-01T11:21:00+05:30,90.8,91.1,90.75,91,813199
2024-03-01T11:20:00+05:30,90.75,90.8,90.65,90.75,209725
2024-03-01T11:19:00+05:30,90.75,90.8,90.75,90.8,94364
2024-03-01T11:18:00+05:30,90.8,90.8,90.75,90.8,145242
2024-03-01T11:17:00+05:30,90.6,90.8,90.55,90.8,324902
2024-03-01T11:16:00+05:30,90.55,90.6,90.5,90.6,61425
2024-03-01T11:15:00+05:30,90.6,90.65,90.5,90.55,72452
2024-03-01T11:14:00+05:30,90.4,90.7,90.4,90.65,314922
2024-03-01T11:13:00+05:30,90.5,90.5,90.35,90.4,101637
2024-03-01T11:12:00+05:30,90.4,90.5,90.35,90.45,181532
2024-03-01T11:11:00+05:30,90.4,90.5,90.3,90.4,110018
2024-03-01T11:10:00+05:30,90.25,90.5,90.2,90.3,248761
2024-03-01T11:09:00+05:30,90.2,90.25,90.15,90.2,51573
2024-03-01T11:08:00+05:30,90.2,90.25,90.15,90.2,155104
2024-03-01T11:07:00+05:30,90.2,90.25,90.15,90.2,117810
2024-03-01T11:06:00+05:30,90.25,90.3,90.15,90.2,115706
2024-03-01T11:05:00+05:30,90.3,90.3,90,90.25,1055340
2024-03-01T11:04:00+05:30,90.25,90.3,90.2,90.3,36492
2024-03-01T11:03:00+05:30,90.35,90.35,90.15,90.25,213333
2024-03-01T11:02:00+05:30,90.25,90.4,90.2,90.3,165762
2024-03-01T11:01:00+05:30,90.25,90.25,90.15,90.25,106542
2024-03-01T11:00:00+05:30,90.3,90.4,90.2,90.25,239595
2024-03-01T10:59:00+05:30,90.3,90.35,90.2,90.35,249890
2024-03-01T10:58:00+05:30,90.35,90.4,90.3,90.3,111274
2024-03-01T10:57:00+05:30,90.45,90.5,90.3,90.4,299455
2024-03-01T10:56:00+05:30,90.55,90.55,90.4,90.45,162890
2024-03-01T10:55:00+05:30,90.6,90.6,90.45,90.5,215766
2024-03-01T10:54:00+05:30,90.65,90.65,90.5,90.55,135879
2024-03-01T10:53:00+05:30,90.55,90.65,90.55,90.65,55845
2024-03-01T10:52:00+05:30,90.6,90.65,90.55,90.6,56118
2024-03-01T10:51:00+05:30,90.6,90.65,90.55,90.65,152587
2024-03-01T10:50:00+05:30,90.55,90.6,90.5,90.6,59766
2024-03-01T10:49:00+05:30,90.55,90.55,90.45,90.55,172598
2024-03-01T10:48:00+05:30,90.5,90.55,90.45,90.5,67411
2024-03-01T10:47:00+05:30,90.5,90.55,90.45,90.5,96884
2024-03-01T10:46:00+05:30,90.5,90.55,90.45,90.45,45097
